Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides KUR1502	Razor + unique peptides KUR1502	Unique peptides KUR1502	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 KUR1502	Reporter intensity corrected 1 KUR1502	Reporter intensity corrected 2 KUR1502	Reporter intensity corrected 3 KUR1502	Reporter intensity corrected 4 KUR1502	Reporter intensity corrected 5 KUR1502	Reporter intensity corrected 6 KUR1502	Reporter intensity corrected 7 KUR1502	Reporter intensity corrected 8 KUR1502	Reporter intensity corrected 9 KUR1502	Reporter intensity 0 KUR1502	Reporter intensity 1 KUR1502	Reporter intensity 2 KUR1502	Reporter intensity 3 KUR1502	Reporter intensity 4 KUR1502	Reporter intensity 5 KUR1502	Reporter intensity 6 KUR1502	Reporter intensity 7 KUR1502	Reporter intensity 8 KUR1502	Reporter intensity 9 KUR1502	Reporter intensity count 0 KUR1502	Reporter intensity count 1 KUR1502	Reporter intensity count 2 KUR1502	Reporter intensity count 3 KUR1502	Reporter intensity count 4 KUR1502	Reporter intensity count 5 KUR1502	Reporter intensity count 6 KUR1502	Reporter intensity count 7 KUR1502	Reporter intensity count 8 KUR1502	Reporter intensity count 9 KUR1502	Sequence coverage KUR1502 [%]	Intensity	Intensity KUR1502	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9JMH9	Q9JMH9	16	16	16	Unconventional myosin-XVIIIa	Myo18a		1	16	16	16	16	16	16	11.5	11.5	11.5	232.75	2050	2050	0	87.604	11933	166.71	9351	9.0683	8385.1	14943	11015	90.805	14644	11176	11282	156.58	9556.8	110.5	8597.4	14143	11158	601.38	14295	10530	13	2	13	1	13	13	12	2	14	14	11933	166.71	9351	9.0683	8385.1	14943	11015	90.805	14644	11176	11282	156.58	9556.8	110.5	8597.4	14143	11158	601.38	14295	10530	13	2	13	1	13	13	12	2	14	14	11.5	151350000	151350000	20				4854	95;1106;4338;4737;7020;10257;16419;18252;18437;18766;21746;22329;23783;24482;26941;32151	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	88;1115;4524;4948;7377;7378;10838;17458;19393;19588;19934;23207;23838;25383;26109;28728;34323	112;113;114;1591;6668;7251;10821;10822;15742;25264;27976;28238;28691;33385;33386;34288;36455;37414;41174;49470	124;125;126;1743;7220;7845;11663;11664;16967;27193;30045;30314;30798;35736;35737;36704;39073;40102;44161;52971	125;1743;7220;7845;11664;16967;27193;30045;30314;30798;35736;36704;39073;40102;44161;52971	3671;3672;3673	1486;1755;1807
Q9JMK0	Q9JMK0	1	1	1	Beta-1,4-galactosyltransferase 5	B4galt5		1	1	1	1	1	1	1	2.1	2.1	2.1	44.814	388	388	0.0076802	4.2039	759.68	0	468.82	0	393.06	984.14	483.81	0	508.73	584.08	717.76	0	488.04	0	404.66	931.29	488.8	0	500.9	549.98	1	0	1	0	1	1	1	0	1	1	759.68	0	468.82	0	393.06	984.14	483.81	0	508.73	584.08	717.76	0	488.04	0	404.66	931.29	488.8	0	500.9	549.98	1	0	1	0	1	1	1	0	1	1	2.1	30337000	30337000	2				4855	28884	True	30826	44362;44363	47545;47546	47545		
Q9QUG9	Q9QUG9	4	4	4	RAS guanyl-releasing protein 2	Rasgrp2		1	4	4	4	4	4	4	7.4	7.4	7.4	69.445	608	608	0	21.987	5816	145.72	2879.3	0	2616.2	7237.7	2203.4	5.4024	2856.3	4472.6	5492.4	136.7	3064.1	58.001	2665.3	6848.2	2280.6	299.46	2790.6	4211.2	4	2	4	0	4	4	4	1	4	4	5816	145.72	2879.3	0	2616.2	7237.7	2203.4	5.4024	2856.3	4472.6	5492.4	136.7	3064.1	58.001	2665.3	6848.2	2280.6	299.46	2790.6	4211.2	4	2	4	0	4	4	4	1	4	4	7.4	40581000	40581000	4				4856	1661;10326;17632;28281	True;True;True;True	1701;10912;18723;30174	2504;15853;27032;43337	2721;17090;29058;46443	2721;17090;29058;46443		
Q9QUH0	Q9QUH0	6	6	6	Glutaredoxin-1	Glrx		1	6	6	6	6	6	6	57	57	57	11.871	107	107	0	69.881	35378	3227.5	60555	0	45574	40615	71320	596.99	83618	33893	33567	3029.7	59389	169.85	47492	38450	71702	2439.7	81980	31921	19	4	21	0	20	18	22	4	22	18	35378	3227.5	60555	0	45574	40615	71320	596.99	83618	33893	33567	3029.7	59389	169.85	47492	38450	71702	2439.7	81980	31921	19	4	21	0	20	18	22	4	22	18	57	1277600000	1277600000	23				4857	2203;4032;15692;22673;28064;31198	True;True;True;True;True;True	2286;4201;4202;4203;16688;24206;29944;33313	3379;3380;6216;6217;6218;6219;6220;6221;6222;6223;6224;6225;6226;6227;24179;34773;43015;43016;43017;43018;48020	3676;3677;3678;6739;6740;6741;6742;6743;6744;6745;6746;6747;6748;6749;6750;26045;37243;46111;46112;46113;46114;51432;51433	3676;6742;26045;37243;46114;51432	3674;3675	89;96
Q9QUI0	Q9QUI0	7	7	1	Transforming protein RhoA	Rhoa		1	7	7	1	7	7	1	37.3	37.3	6.2	21.782	193	193	0	123.4	105000	1299.7	78284	140.88	64259	117280	94201	107.42	101700	94941	99258	1219.1	80249	1240.4	66461	111000	94656	5627.8	100030	89369	22	4	24	2	23	24	24	3	23	24	105000	1299.7	78284	140.88	64259	117280	94201	107.42	101700	94941	99258	1219.1	80249	1240.4	66461	111000	94656	5627.8	100030	89369	22	4	24	2	23	24	24	3	23	24	37.3	2182300000	2182300000	25				4858	8254;12512;13548;15462;19163;23511;26799	True;True;True;True;True;True;True	8694;13241;14361;14362;16442;20350;25097;28580	12655;19255;19256;19257;20853;20854;20855;20856;20857;20858;23871;23872;29276;36038;36039;36040;36041;36042;40947;40948;40949;40950	13657;20762;20763;20764;22520;22521;22522;22523;22524;22525;25706;25707;25708;31415;31416;38617;38618;38619;38620;38621;43920;43921;43922;43923;43924	13657;20762;22523;25706;31415;38620;43921	3676	157
Q9QUJ7	Q9QUJ7	19	19	18	Long-chain-fatty-acid--CoA ligase 4	Acsl4		1	19	19	18	19	19	18	38	38	36.4	79.076	711	711	0	184.99	25043	471.71	18969	0	13378	32665	16750	174.7	18287	27874	23674	442.85	19376	77.453	13952	30924	16922	1082.9	17979	26242	21	5	21	0	21	21	20	3	21	21	25043	471.71	18969	0	13378	32665	16750	174.7	18287	27874	23674	442.85	19376	77.453	13952	30924	16922	1082.9	17979	26242	21	5	21	0	21	21	20	3	21	21	38	396920000	396920000	22				4859	6926;10362;10547;12109;12631;13673;15456;18250;18693;20170;20645;21754;24403;26456;26656;29503;30528;31479;31536	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	7276;10951;11137;12808;13371;14502;16436;19391;19858;21453;22000;23215;26032;28209;28427;31489;32600;33610;33670	10655;15917;16178;16179;18608;19443;21087;23864;27974;28595;30873;31653;31654;33398;37305;37306;40432;40737;45327;46961;48433;48541	11487;17159;17434;17435;20059;20971;22766;25699;30043;30692;33082;33891;33892;35753;39990;39991;43346;43679;48574;50312;51873;51998	11487;17159;17434;20059;20971;22766;25699;30043;30692;33082;33892;35753;39991;43346;43679;48574;50312;51873;51998	3677;3678;3679	108;438;645
Q9QUK4;Q9JIB3;Q9R016;Q9QWK5;Q9JIB6	Q9QUK4	5;2;2;2;1	5;2;2;2;1	5;2;2;2;1	Baculoviral IAP repeat-containing protein 1b	Naip2		5	5	5	5	5	5	5	4.8	4.8	4.8	164.08	1447	1447;1402;1403;1403;1403	0	23.852	2654.9	0	2593.9	0	2072.1	3346	3257.3	0	3593	2246.7	2512	0	2609.4	0	2136.4	3166.8	3264.7	0	3537.4	2115.5	4	0	4	0	3	5	5	0	6	2	2654.9	0	2593.9	0	2072.1	3346	3257.3	0	3593	2246.7	2512	0	2609.4	0	2136.4	3166.8	3264.7	0	3537.4	2115.5	4	0	4	0	3	5	5	0	6	2	4.8	31092000	31092000	6				4860	16503;16762;18858;30175;31765	True;True;True;True;True	17543;17813;20028;32207;33910	25375;25741;28808;46388;48861;48862	27308;27693;30921;49710;52328;52329	27308;27693;30921;49710;52328		
Q9QUM0	Q9QUM0	5	5	5	Integrin alpha-IIb;Integrin alpha-IIb heavy chain;Integrin alpha-IIb light chain	Itga2b		1	5	5	5	5	5	5	7.3	7.3	7.3	112.68	1033	1033	0	55.867	1340.1	0	857.21	0	433.07	2478.1	477.51	0	1087.3	1888.7	1265.4	0	863.05	0	442.01	2345.8	484.95	0	1043.4	1778.4	5	0	4	0	4	6	4	0	5	6	1340.1	0	857.21	0	433.07	2478.1	477.51	0	1087.3	1888.7	1265.4	0	863.05	0	442.01	2345.8	484.95	0	1043.4	1778.4	5	0	4	0	4	6	4	0	5	6	7.3	97334000	97334000	9				4861	2064;9889;11611;13803;21168	True;True;True;True;True	2140;10451;12276;14642;22561	3170;15160;15161;17879;17880;17881;21294;21295;32449	3455;16344;16345;19272;19273;19274;22992;22993;34736	3455;16344;19272;22992;34736		
Q9QUM9	Q9QUM9	14	14	14	Proteasome subunit alpha type-6	Psma6		1	14	14	14	14	14	14	53.7	53.7	53.7	27.372	246	246	0	117.27	125820	1340.7	70876	212.8	55973	143680	82689	95.298	93620	104240	118850	1259.6	74378	1419.3	58064	135970	83164	5640.4	91911	98104	37	8	35	2	35	38	34	3	37	37	125820	1340.7	70876	212.8	55973	143680	82689	95.298	93620	104240	118850	1259.6	74378	1419.3	58064	135970	83164	5640.4	91911	98104	37	8	35	2	35	38	34	3	37	37	53.7	3111200000	3111200000	38				4862	1350;3251;4015;11130;12654;14105;14106;14658;17501;19497;23417;31984;32252;32368	True;True;True;True;True;True;True;True;True;True;True;True;True;True	1373;3373;4183;11761;13396;14969;14970;15583;15584;15585;18588;20703;24997;34145;34434;34435;34557;34558	1997;1998;4995;6191;17147;19473;19474;21751;21752;21753;22645;22646;22647;22648;22649;22650;22651;22652;22653;26855;26856;26857;26858;29805;29806;29807;35876;35877;35878;49215;49643;49644;49645;49646;49833;49834	2178;2179;2180;5423;6711;18498;21002;21003;21004;23468;23469;23470;24406;24407;24408;24409;24410;24411;24412;24413;24414;28875;28876;28877;28878;31970;31971;31972;38441;38442;38443;52703;53151;53152;53153;53154;53358;53359	2178;5423;6711;18498;21004;23468;23470;24411;28876;31970;38442;52703;53153;53359	3680;3681;3682	80;83;113
Q9QUN7	Q9QUN7	5	5	5	Toll-like receptor 2	Tlr2		1	5	5	5	5	5	5	7.9	7.9	7.9	89.448	784	784	0	59.801	5905.4	330.1	7124.7	0	3646.9	6980.9	5781.4	0	7013.9	5038.4	5592.6	309.95	7065.5	0	3925.8	6606.9	5816.2	109.72	6865.6	4742.9	8	1	8	0	7	8	8	0	7	8	5905.4	330.1	7124.7	0	3646.9	6980.9	5781.4	0	7013.9	5038.4	5592.6	309.95	7065.5	0	3925.8	6606.9	5816.2	109.72	6865.6	4742.9	8	1	8	0	7	8	8	0	7	8	7.9	69092000	69092000	8				4863	11918;13629;21740;29437;32024	True;True;True;True;True	12605;14457;23199;23200;31418;34186	18322;18323;21027;33376;33377;45229;45230;49271	19749;19750;22705;35726;35727;48469;48470;52763	19749;22705;35726;48469;52763	3683	428
Q9QUP5	Q9QUP5	3	3	3	Hyaluronan and proteoglycan link protein 1	Hapln1		1	3	3	3	3	3	3	11.8	11.8	11.8	40.477	356	356	0	65.094	600.36	0	918.89	0	578.06	856.05	3657.9	0	17080	6618	568.92	0	908.59	0	662.97	821.58	3943.1	0	16283	6231.6	2	0	3	0	3	3	3	0	3	3	600.36	0	918.89	0	578.06	856.05	3657.9	0	17080	6618	568.92	0	908.59	0	662.97	821.58	3943.1	0	16283	6231.6	2	0	3	0	3	3	3	0	3	3	11.8	45706000	45706000	3				4864	10810;17871;32608	True;True;True	11421;18976;34821	16629;27376;50191	17929;29420;53736	17929;29420;53736		
Q9QUR6	Q9QUR6	21	21	20	Prolyl endopeptidase	Prep		1	21	21	20	20	20	20	39.2	39.2	37.6	80.751	710	710	0	217.92	91891	1548.9	40899	52.306	31315	104430	49207	340.73	53141	78066	86761	1454.1	43991	795.91	32582	98824	49329	4459.4	52267	73482	38	14	34	1	33	38	36	6	38	36	91891	1548.9	40899	52.306	31315	104430	49207	340.73	53141	78066	86761	1454.1	43991	795.91	32582	98824	49329	4459.4	52267	73482	38	14	34	1	33	38	36	6	38	36	37.6	1353500000	1353500000	38				4865	9826;9842;10780;10964;11461;13178;14301;14742;16190;17260;17261;18140;20129;20359;22622;25591;27116;29423;30271;31612;32141	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	10382;10383;10399;11389;11584;12108;12109;13971;15194;15673;17210;18335;18336;19276;19277;21661;24149;27294;28917;31404;32309;33753;34313	15071;15072;15093;16583;16869;16870;17621;17622;17623;20307;20308;22082;22794;22795;24891;24892;26483;26484;26485;27823;27824;31151;34695;34696;39083;41452;41453;45206;45207;45208;45209;46527;46528;48642;49452;49453	16244;16245;16272;17870;17871;18198;18199;19000;19001;19002;21940;21941;23808;23809;24561;24562;26798;26799;28477;28478;28479;29889;29890;33374;37155;37156;41880;44449;44450;48442;48443;48444;48445;49857;49858;52101;52953;52954	16245;16272;17870;18199;19002;21941;23808;24561;26798;28478;28479;29890;33374;37155;41880;44449;48442;49857;52101;52953	3684;3685;3686;3687	67;176;185;633
Q9QUR7	Q9QUR7	4	4	4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	Pin1		1	4	4	4	4	4	4	41.2	41.2	41.2	18.37	165	165	0	181.3	6057.9	114.52	2770.8	0	2270.4	8357.5	2896.1	32.548	3706.7	4920.2	5723.6	107.54	2964.3	0	2330.3	7908.7	2940.1	275.7	3616	4633.7	5	1	4	0	3	4	5	1	4	4	6057.9	114.52	2770.8	0	2270.4	8357.5	2896.1	32.548	3706.7	4920.2	5723.6	107.54	2964.3	0	2330.3	7908.7	2940.1	275.7	3616	4633.7	5	1	4	0	3	4	5	1	4	4	41.2	117670000	117670000	6				4866	13903;24757;27188;31372	True;True;True;True	14748;26406;28993;33498	21449;21450;37823;37824;41574;48287	23157;23158;40541;40542;44573;51721	23158;40541;44573;51721		
Q9QVP9;P34152	Q9QVP9	16;1	16;1	16;1	Protein-tyrosine kinase 2-beta	Ptk2b		2	16	16	16	16	16	16	18.9	18.9	18.9	115.79	1009	1009;1090	0	142.57	18555	689.97	26526	14.099	27462	22523	41831	19.233	50276	21130	17596	647.86	26281	37.513	28028	21325	42113	592.31	49260	19889	17	3	17	1	18	17	17	1	18	17	18555	689.97	26526	14.099	27462	22523	41831	19.233	50276	21130	17596	647.86	26281	37.513	28028	21325	42113	592.31	49260	19889	17	3	17	1	18	17	17	1	18	17	18.9	338810000	338810000	22				4867	4489;4703;6312;8268;9459;14002;16036;16794;16809;21016;21208;23083;28266;28372;31615;32491	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	4687;4910;6630;8708;9987;14855;17049;17845;17861;22393;22608;24646;30159;30274;33756;34688	6895;7202;9764;9765;12674;14497;21601;24660;25784;25806;32215;32216;32511;32512;35407;43318;43319;43505;43506;48646;50010	7468;7793;10541;10542;13678;13679;15620;23312;26552;27737;27760;34493;34494;34799;34800;37933;46423;46424;46630;46631;52105;53542	7468;7793;10542;13678;15620;23312;26552;27737;27760;34493;34800;37933;46424;46631;52105;53542		
Q9QWF0	Q9QWF0	2	2	2	Chromatin assembly factor 1 subunit A	Chaf1a		1	2	2	2	2	2	2	3.3	3.3	3.3	101.93	911	911	0.0020107	7.1212	914.04	131.04	371.19	0	177.36	577.31	955.96	0	402.02	365.46	867.08	123.05	399.86	0	201.91	546.35	920.52	0	420.16	344.13	2	1	1	0	1	1	1	0	1	1	914.04	131.04	371.19	0	177.36	577.31	955.96	0	402.02	365.46	867.08	123.05	399.86	0	201.91	546.35	920.52	0	420.16	344.13	2	1	1	0	1	1	1	0	1	1	3.3	10505000	10505000	2				4868	17288;27172	True;True	18363;28977	26517;41546	28513;44544	28513;44544		
Q9QWR8	Q9QWR8	6	6	6	Alpha-N-acetylgalactosaminidase	Naga		1	6	6	6	6	6	6	17.1	17.1	17.1	47.234	415	415	0	42.479	5770.8	0	3861.5	0	2481.3	6494.9	6215.8	0	7256.4	8625.1	5456.5	0	3985.1	0	2640.9	6154	6180.1	254.95	7113	8120	7	0	6	0	5	5	7	0	6	6	5770.8	0	3861.5	0	2481.3	6494.9	6215.8	0	7256.4	8625.1	5456.5	0	3985.1	0	2640.9	6154	6180.1	254.95	7113	8120	7	0	6	0	5	5	7	0	6	6	17.1	132630000	132630000	8				4869	3573;14235;16904;22007;27474;32509	True;True;True;True;True;True	3715;15123;17962;23490;29298;34708	5461;21982;25973;33779;42062;42063;50035;50036	5915;23704;27936;36160;45100;45101;53567;53568	5915;23704;27936;36160;45101;53567	3688;3689;3690	122;294;302
Q9QWT9	Q9QWT9	4	4	4	Kinesin-like protein KIFC1	Kifc1		1	4	4	4	4	4	4	6.7	6.7	6.7	74.152	674	674	0	20.184	721.32	0	352.14	0	435.43	842.86	377.94	0	397.31	627.49	681.17	0	376.72	0	429.04	797.7	388	0	385.71	590.86	3	0	3	0	2	2	3	0	1	2	721.32	0	352.14	0	435.43	842.86	377.94	0	397.31	627.49	681.17	0	376.72	0	429.04	797.7	388	0	385.71	590.86	3	0	3	0	2	2	3	0	1	2	6.7	24552000	24552000	4				4870	17761;19027;21764;29972	True;True;True;True	18859;20209;23225;31989	27226;29074;33409;46076	29265;31200;35765;49385	29265;31200;35765;49385		
Q9QWV9	Q9QWV9	4	4	4	Cyclin-T1	Ccnt1		1	4	4	4	4	4	4	9.1	9.1	9.1	80.597	724	724	0	22.311	2137.5	0	1151	0	891.02	2589.7	1370.8	0	1661.4	1933.9	2019	0	1213.5	0	917.54	2450	1380.2	44.791	1620.1	1818.6	2	0	2	0	1	2	2	0	1	2	2137.5	0	1151	0	891.02	2589.7	1370.8	0	1661.4	1933.9	2019	0	1213.5	0	917.54	2450	1380.2	44.791	1620.1	1818.6	2	0	2	0	1	2	2	0	1	2	9.1	14413000	14413000	4				4871	9054;28177;28746;32799	True;True;True;True	9550;30063;30681;35023	13898;43179;44148;50499	14988;46278;47324;54066	14988;46278;47324;54066		
Q9QWY8	Q9QWY8	8	8	8	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	Asap1		1	8	8	8	8	8	8	11	11	11	127.42	1147	1147	0	84.947	4160	0	2697.5	0	2305.8	5190.4	3986.4	0	4918.5	4007.5	3930.9	0	2792.2	0	2387.7	4912.6	3992.2	45.817	4813.6	3771.9	7	0	6	0	7	6	6	0	7	6	4160	0	2697.5	0	2305.8	5190.4	3986.4	0	4918.5	4007.5	3930.9	0	2792.2	0	2387.7	4912.6	3992.2	45.817	4813.6	3771.9	7	0	6	0	7	6	6	0	7	6	11	80820000	80820000	9				4872	1415;10198;10571;17012;17995;21803;26651;26715	True;True;True;True;True;True;True;True	1443;10775;11165;18074;19119;23267;28422;28494	2104;15655;16219;16220;26129;27592;33470;40729;40827	2290;16874;17476;17477;28099;29650;35831;43670;43776	2290;16874;17477;28099;29650;35831;43670;43776		
Q9QX11	Q9QX11	4	3	1	Cytohesin-1	Cyth1		1	4	3	1	3	2	1	12.3	10.6	3.5	46.273	398	398	0	13.638	1671.2	497.29	945.94	0	1253.1	1549.9	1323.8	0	1412.8	1374.8	1578.7	466.94	996.54	0	1263.4	1467.5	1339.3	0	1390.2	1294.6	1	1	1	0	2	1	1	0	1	1	1671.2	497.29	945.94	0	1253.1	1549.9	1323.8	0	1412.8	1374.8	1578.7	466.94	996.54	0	1263.4	1467.5	1339.3	0	1390.2	1294.6	1	1	1	0	2	1	1	0	1	1	8	36574000	36574000	2				4873	11016;11050;19747;22492	True;True;True;False	11640;11676;24011	16945;17019;34516	18280;18363;36964	18280;18363;36964		
Q9QX47	Q9QX47	8	8	8	Protein SON	Son		1	8	8	8	8	8	8	4.3	4.3	4.3	265.65	2444	2444	0	38.41	10689	1028.7	5850.7	0	4687.8	12061	5459.2	37.841	5576.9	9178.7	10096	965.94	6137.5	0	4835.7	11417	5517.9	673.63	5494	8643	5	2	4	0	5	7	5	1	4	5	10689	1028.7	5850.7	0	4687.8	12061	5459.2	37.841	5576.9	9178.7	10096	965.94	6137.5	0	4835.7	11417	5517.9	673.63	5494	8643	5	2	4	0	5	7	5	1	4	5	4.3	96261000	96261000	8				4874	69;1032;2257;3893;7958;8770;10635;28380	True;True;True;True;True;True;True;True	63;1035;2342;4056;8377;9245;11229;30282	82;1465;3453;5961;12203;13468;16315;43519	91;1600;3755;6452;13153;14533;17578;46644	91;1600;3755;6452;13153;14533;17578;46644		
Q9QXA5	Q9QXA5	3	3	3	U6 snRNA-associated Sm-like protein LSm4	Lsm4		1	3	3	3	3	3	3	31.4	31.4	31.4	15.076	137	137	0	15.965	10146	123.33	3603.4	0	2777.2	14008	5039.1	0	5430.1	7662.3	9576.5	115.81	3975.2	122.44	2898.5	13247	5031.5	300.28	5341.3	7206.2	4	1	3	0	3	4	4	0	4	3	10146	123.33	3603.4	0	2777.2	14008	5039.1	0	5430.1	7662.3	9576.5	115.81	3975.2	122.44	2898.5	13247	5031.5	300.28	5341.3	7206.2	4	1	3	0	3	4	4	0	4	3	31.4	106150000	106150000	4				4875	14270;20870;26725	True;True;True	15161;22239;22240;28504	22030;31997;31998;40839	23756;34262;34263;43788	23756;34262;43788	3691	36
Q9QXB9	Q9QXB9	6	6	6	Developmentally-regulated GTP-binding protein 2	Drg2		1	6	6	6	6	6	6	18.7	18.7	18.7	40.718	364	364	0	28.854	9099.8	107.31	4991.6	0	3863.6	12968	5732.6	0	7104.6	9005	8595.3	100.77	5252.2	0	4015.2	12271	5783.1	345.31	6951.9	8477.5	5	1	5	0	5	5	5	0	5	6	9099.8	107.31	4991.6	0	3863.6	12968	5732.6	0	7104.6	9005	8595.3	100.77	5252.2	0	4015.2	12271	5783.1	345.31	6951.9	8477.5	5	1	5	0	5	5	5	0	5	6	18.7	69910000	69910000	7				4876	2258;6193;11725;14485;19246;28897	True;True;True;True;True;True	2343;6505;12398;15394;20436;30842	3454;9600;9601;18040;22372;29409;44381	3756;10366;10367;19444;24106;31559;47564	3756;10366;19444;24106;31559;47564		
Q9QXD6	Q9QXD6	11	11	10	Fructose-1,6-bisphosphatase 1	Fbp1		1	11	11	10	10	10	10	42.9	42.9	38.5	36.912	338	338	0	142.44	11355	73.332	14175	0	11761	14767	16502	0	19514	7380.9	10755	68.856	14089	35.977	12152	13967	16655	123.86	19121	6944.9	13	1	13	0	14	12	14	0	13	10	11355	73.332	14175	0	11761	14767	16502	0	19514	7380.9	10755	68.856	14089	35.977	12152	13967	16655	123.86	19121	6944.9	13	1	13	0	14	12	14	0	13	10	38.5	317000000	317000000	17				4877	2021;2164;2165;4192;11509;15242;17903;22177;26141;27808;32949	True;True;True;True;True;True;True;True;True;True;True	2242;2243;2244;4373;12168;16202;19010;23677;27868;29652;35187	3313;3314;3315;3316;6469;6470;17705;17706;23542;27423;27424;34051;39914;39915;42577;42578;50743	3607;3608;3609;3610;7007;7008;19087;19088;25357;29470;29471;36450;42779;42780;45647;45648;54324	3607;3610;7007;19087;25357;29471;36450;42779;45648;54324	3692;3693	289;319
Q9QXD8	Q9QXD8	2	2	2	LIM domain-containing protein 1	Limd1		1	2	2	2	2	2	2	4.9	4.9	4.9	71.421	668	668	0	19.907	163.98	0	176.94	0	232.97	345.89	177.77	0	321.49	199.49	155.21	0	177.1	0	232.46	327.3	181.02	0	311.12	187.84	1	0	1	0	2	2	1	0	2	1	163.98	0	176.94	0	232.97	345.89	177.77	0	321.49	199.49	155.21	0	177.1	0	232.46	327.3	181.02	0	311.12	187.84	1	0	1	0	2	2	1	0	2	1	4.9	13580000	13580000	3				4878	26583;29373	True;True	28351;31351	40642;45126;45127	43578;48360;48361	43578;48361		
Q9QXE0	Q9QXE0	1	1	1	2-hydroxyacyl-CoA lyase 1	Hacl1		1	1	1	1	1	1	1	3.1	3.1	3.1	63.66	581	581	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	691450	691450	1	+			4879	21530	True	22975	33062	35393	35393	3694	122
Q9QXE7	Q9QXE7	6	6	4	F-box-like/WD repeat-containing protein TBL1X	Tbl1x		1	6	6	4	6	6	4	19	19	13.5	56.802	527	527	0	81.822	13052	287.82	6299.3	0	4780.4	15221	6548.6	0	7993.9	11240	12324	269.74	6708.5	49.188	4967.2	14401	6602.1	436.26	7826.3	10577	5	3	5	0	6	6	4	0	6	4	13052	287.82	6299.3	0	4780.4	15221	6548.6	0	7993.9	11240	12324	269.74	6708.5	49.188	4967.2	14401	6602.1	436.26	7826.3	10577	5	3	5	0	6	6	4	0	6	4	19	109440000	109440000	6				4880	11980;12845;14921;27120;29505;31686	True;True;True;True;True;True	12671;13609;15860;28921;31491;33828	18417;19760;23073;41457;45330;48747	19856;21314;24868;44455;48577;52211	19856;21314;24868;44455;48577;52211		
Q9QXG2	Q9QXG2	2	2	2	Rab proteins geranylgeranyltransferase component A 1	Chm		1	2	2	2	2	2	2	4.4	4.4	4.4	73.976	665	665	0	13.823	553.82	0	776.96	0	659.68	784.69	889.91	0	882.67	877.16	524.89	0	768.52	0	679.62	743.32	894.6	0	871.24	825.95	2	0	2	0	2	2	2	0	2	2	553.82	0	776.96	0	659.68	784.69	889.91	0	882.67	877.16	524.89	0	768.52	0	679.62	743.32	894.6	0	871.24	825.95	2	0	2	0	2	2	2	0	2	2	4.4	13032000	13032000	2				4881	16740;21866	True;True	17790;23339	25707;33565	27655;35930	27655;35930		
Q9QXG4	Q9QXG4	6	6	6	Acetyl-coenzyme A synthetase, cytoplasmic	Acss2		1	6	6	6	6	6	6	10.1	10.1	10.1	78.861	701	701	0	31.46	7490.6	117.66	4346.6	0	3984.3	8610.3	3466.1	44.526	4304	6541.5	7076.2	110.47	4552.1	0	4058.2	8150.5	3576	236.77	4211.2	6159.3	7	1	7	0	7	7	7	2	7	7	7490.6	117.66	4346.6	0	3984.3	8610.3	3466.1	44.526	4304	6541.5	7076.2	110.47	4552.1	0	4058.2	8150.5	3576	236.77	4211.2	6159.3	7	1	7	0	7	7	7	2	7	7	10.1	110900000	110900000	7				4882	5199;7069;8876;10274;26641;28856	True;True;True;True;True;True	5456;7430;9356;10858;28412;30796	8039;10891;13629;15768;40717;44315	8700;11740;11741;14706;16998;43658;47496	8700;11740;14706;16998;43658;47496		
